Distance_to_2019,Distance_to_2024,LandCover_2019,LandCover_2024,latitude,longitude
10,0,1,2,-8.808475434,115.1257063
10,0,1,2,-8.826531571,115.129569
22.36067977,14.14213562,1,1,-8.811619538,115.1953257
31.6227766,14.14213562,1,1,-8.823477299,115.1734068
36.05551275,20,1,1,-8.781436144,115.1472658
30,0,1,2,-8.81880606,115.1110637
10,0,1,2,-8.805780488,115.1928104
20,22.36067977,1,1,-8.81413482,115.1329826
10,0,1,2,-8.842162257,115.1714305
14.14213562,0,1,2,-8.796707504,115.1520269
30,10,1,1,-8.814314484,115.1872409
10,0,1,2,-8.82230949,115.1844561
36.05551275,20,1,1,-8.845396192,115.1799645
10,0,1,2,-8.782334459,115.1862527
31.6227766,44.72135955,1,1,-8.845755518,115.1339708
20,10,1,1,-8.794461716,115.122113
10,22.36067977,1,1,-8.795809189,115.1895765
36.05551275,28.28427125,1,1,-8.825094267,115.1006433
22.36067977,10,1,1,-8.833807925,115.1610999
22.36067977,10,1,1,-8.825184098,115.0844736
14.14213562,20,1,1,-8.81880606,115.1358572
102.9563014,130.3840481,1,1,-8.777124231,115.179695
10,20,1,1,-8.814314484,115.1997275
10,10,1,1,-8.844138551,115.1870612
10,10,1,1,-8.791048118,115.2203887
22.36067977,41.23105626,1,1,-8.846923328,115.1374742
10,0,1,2,-8.81763825,115.1717899
20,0,1,2,-8.841982594,115.1153757
10,31.6227766,1,1,-8.819434881,115.2194006
10,0,1,2,-8.808295771,115.2023326
10,31.6227766,1,1,-8.816650103,115.2011648
36.05551275,14.14213562,1,1,-8.83057399,115.1225622
10,10,1,1,-8.795809189,115.1826595
31.6227766,22.36067977,1,1,-8.831112979,115.1705322
10,0,1,2,-8.80883476,115.1101654
36.05551275,67.08203932,1,1,-8.828148539,115.1009128
31.6227766,10,1,1,-8.841174111,115.1917325
28.28427125,22.36067977,1,1,-8.843869056,115.1347793
10,10,1,1,-8.806139814,115.1281317
60.8276253,0,1,2,-8.78413109,115.1613694
10,10,1,1,-8.813506,115.1098959
22.36067977,0,1,2,-8.81880606,115.1184299
10,20,1,1,-8.775507263,115.1755628
10,10,1,1,-8.806588972,115.1538235
22.36067977,10,1,1,-8.822399321,115.1982003
10,31.6227766,1,1,-8.813955157,115.2178734
10,10,1,1,-8.847192823,115.1348691
10,36.05551275,1,1,-8.822039995,115.0963314
14.14213562,20,1,1,-8.77883103,115.2238023
20,22.36067977,1,1,-8.814404315,115.1593033
20,0,1,2,-8.805510994,115.1316352
22.36067977,10,1,1,-8.806409309,115.2104174
10,30,1,1,-8.82410612,115.096511
10,10,1,1,-8.813955157,115.1011823
22.36067977,0,1,2,-8.823387468,115.1054942
10,0,1,2,-8.841802931,115.1623575
10,14.14213562,1,1,-8.753498539,115.2215565
10,10,1,1,-8.784490416,115.2057462
31.6227766,14.14213562,1,1,-8.811799201,115.2189514
10,10,1,1,-8.813056842,115.1089078
36.05551275,40,1,1,-8.825723088,115.1187892
28.28427125,0,1,2,-8.802007564,115.1607406
31.6227766,30,1,1,-8.8217705,115.0982178
22.36067977,22.36067977,1,1,-8.805960151,115.1997275
10,10,1,1,-8.818536565,115.163705
10,10,1,1,-8.844048719,115.1431336
28.28427125,0,1,2,-8.812517853,115.1874205
20,0,1,2,-8.82940618,115.0985772
41.23105626,22.36067977,1,1,-8.84350973,115.1641542
130.3840481,120.8304597,1,1,-8.773081812,115.179695
31.6227766,28.28427125,1,1,-8.836502871,115.1205859
67.08203932,22.36067977,1,1,-8.819165386,115.1341504
20,0,1,2,-8.843240236,115.1121417
20,10,1,1,-8.832819778,115.1923613
10,0,1,2,-8.809733076,115.1111536
10,28.28427125,1,1,-8.842072426,115.1607406
10,10,1,1,-8.789520982,115.1316352
20,20,1,1,-8.822489153,115.1923613
53.85164807,63.2455532,1,1,-8.811889032,115.1408878
28.28427125,50.99019514,1,1,-8.762571523,115.2173344
36.05551275,10,1,1,-8.790509129,115.1719695
64.03124237,36.05551275,1,1,-8.8217705,115.0976788
44.72135955,10,1,1,-8.812517853,115.132264
14.14213562,10,1,1,-8.817099261,115.1957749
22.36067977,22.36067977,1,1,-8.806858467,115.1848154
14.14213562,56.56854249,1,1,-8.833628262,115.1070213
20,10,1,1,-8.826711234,115.2016139
14.14213562,44.72135955,1,1,-8.782783617,115.170622
40,0,1,2,-8.782334459,115.1678373
10,0,1,2,-8.828418034,115.1279521
10,10,1,1,-8.83290961,115.1057637
31.6227766,14.14213562,1,1,-8.823836626,115.1728678
53.85164807,130.3840481,1,1,-8.784849742,115.2210175
44.72135955,20,1,1,-8.798593966,115.1347793
10,20,1,1,-8.836323208,115.1034281
10,30,1,1,-8.836143545,115.1947867
10,20,1,1,-8.837131692,115.2057462
30,14.14213562,1,1,-8.813595831,115.196224
10,22.36067977,1,1,-8.81000257,115.2316176
28.28427125,28.28427125,1,1,-8.794012558,115.1341504
20,0,1,2,-8.782603954,115.1991885
10,10,1,1,-8.827968876,115.2167954
10,0,1,2,-8.831202811,115.1582253
10,0,1,2,-8.809283918,115.1950562
10,0,1,2,-8.839646975,115.1161841
14.14213562,30,1,1,-8.82877736,115.1354979
14.14213562,0,1,2,-8.806588972,115.2179633
376.4306045,234.0939982,1,1,-8.788622666,115.2173344
14.14213562,10,1,1,-8.820782354,115.196763
28.28427125,20,1,1,-8.80766695,115.1341504
22.36067977,36.05551275,1,1,-8.827519718,115.0930076
10,14.14213562,1,1,-8.844048719,115.1275029
10,22.36067977,1,1,-8.781975133,115.1484337
36.05551275,0,1,2,-8.83407742,115.0995653
10,10,1,1,-8.802995711,115.2128429
10,0,1,2,-8.819255218,115.1684661
10,31.6227766,1,1,-8.789610813,115.1798747
10,0,1,2,-8.848360633,115.1641542
44.72135955,28.28427125,1,1,-8.814943304,115.1408878
20,14.14213562,1,1,-8.834346914,115.1134892
72.11102551,67.08203932,1,1,-8.788981993,115.224521
10,0,1,2,-8.83524523,115.1414268
30,10,1,1,-8.821950163,115.1062128
14.14213562,0,1,2,-8.802097396,115.1687356
10,0,1,2,-8.827879044,115.1865222
31.6227766,14.14213562,1,1,-8.827879044,115.211675
41.23105626,14.14213562,1,1,-8.809912739,115.1079196
28.28427125,31.6227766,1,1,-8.836233376,115.1845459
72.80109889,20,1,1,-8.795449863,115.1195977
10,10,1,1,-8.78116665,115.1490625
36.05551275,22.36067977,1,1,-8.829046854,115.1275927
14.14213562,42.42640687,1,1,-8.823567131,115.221826
22.36067977,0,1,2,-8.786017552,115.148254
20,14.14213562,1,1,-8.788981993,115.1992783
14.14213562,10,1,1,-8.847102991,115.1773594
22.36067977,14.14213562,1,1,-8.835694387,115.1879595
10,0,1,2,-8.788532835,115.2095191
10,0,1,2,-8.803894026,115.1699932
10,10,1,1,-8.842252089,115.1906545
10,20,1,1,-8.815392462,115.1053145
22.36067977,22.36067977,1,1,-8.795719357,115.139181
10,0,1,2,-8.81117038,115.1137587
67.08203932,30,1,1,-8.795988852,115.1216639
10,10,1,1,-8.797426156,115.1335216
10,10,1,1,-8.803894026,115.2017936
20,36.05551275,1,1,-8.790688792,115.204758
14.14213562,14.14213562,1,1,-8.82230949,115.2175141
10,0,1,2,-8.81763825,115.1793357
22.36067977,10,1,1,-8.830843485,115.1907443
14.14213562,41.23105626,1,1,-8.813955157,115.2167056
28.28427125,28.28427125,1,1,-8.806858467,115.2067343
14.14213562,28.28427125,1,1,-8.810272065,115.1265148
10,0,1,2,-8.802726216,115.231438
44.72135955,28.28427125,1,1,-8.813506,115.1795154
31.6227766,10,1,1,-8.8417131,115.1609202
10,28.28427125,1,1,-8.804972005,115.1321741
36.05551275,28.28427125,1,1,-8.813146674,115.1746645
31.6227766,10,1,1,-8.784670079,115.1616389
22.36067977,10,1,1,-8.804972005,115.198919
53.85164807,28.28427125,1,1,-8.797156662,115.1668491
31.6227766,31.6227766,1,1,-8.817368756,115.1049552
28.28427125,10,1,1,-8.801019417,115.1796052
10,0,1,2,-8.846743665,115.157327
30,10,1,1,-8.806139814,115.2065547
10,22.36067977,1,1,-8.824645109,115.0946246
22.36067977,0,1,2,-8.789071824,115.1615491
14.14213562,14.14213562,1,1,-8.800210934,115.2324261
14.14213562,10,1,1,-8.818087408,115.124269
20,0,1,2,-8.820512859,115.1255266
102.9563014,100.4987562,1,1,-8.786826036,115.2106869
63.2455532,222.0360331,1,1,-8.772722486,115.1929901
14.14213562,0,1,2,-8.820063701,115.1848154
30,10,1,1,-8.812607685,115.1139383
22.36067977,0,1,2,-8.800031271,115.1469963
36.05551275,10,1,1,-8.784490416,115.1492421
20,20,1,1,-8.81467381,115.2225447
50,20,1,1,-8.832460452,115.1383725
20,10,1,1,-8.828148539,115.0935466
10,0,1,2,-8.8417131,115.1645135
36.05551275,20,1,1,-8.812517853,115.1965834
41.23105626,14.14213562,1,1,-8.811439875,115.1953257
106.3014581,0,1,2,-8.818716228,115.1048654
10,10,1,1,-8.795000705,115.1287605
36.05551275,80.62257748,1,1,-8.827879044,115.1005534
10,10,1,1,-8.793024411,115.1241791
64.03124237,60.8276253,1,1,-8.835335061,115.1292097
28.28427125,10,1,1,-8.805780488,115.1723288
20,0,1,2,-8.79706683,115.1806832
10,0,1,2,-8.840096132,115.1705322
22.36067977,10,1,1,-8.826172245,115.0937263
36.05551275,20,1,1,-8.806768635,115.1341504
44.72135955,50.99019514,1,1,-8.77766322,115.1805035
22.36067977,14.14213562,1,1,-8.82410612,115.108279
94.86832981,210.2379604,1,1,-8.772812317,115.1933494
10,10,1,1,-8.82644174,115.1461879
128.0624847,499.79996,1,1,-8.780986987,115.2161666
50,20,1,1,-8.819434881,115.1044162
20,22.36067977,1,1,-8.82114168,115.1348691
10,0,1,2,-8.822848479,115.1611897
72.80109889,210,1,1,-8.77299198,115.1847256
10,10,1,1,-8.783412438,115.1766408
10,10,1,1,-8.79059896,115.1544524
36.05551275,36.05551275,1,1,-8.830394327,115.1632559
100.4987562,14.14213562,1,1,-8.790958286,115.2192209
28.28427125,50,1,1,-8.821321343,115.2057462
14.14213562,10,1,1,-8.802277059,115.2350312
10,10,1,1,-8.818716228,115.1588541
22.36067977,0,1,2,-8.79589902,115.1699034
50,14.14213562,1,1,-8.808744929,115.1326233
10,28.28427125,1,1,-8.834257083,115.164783
14.14213562,22.36067977,1,1,-8.817189092,115.2076326
14.14213562,14.14213562,1,1,-8.785209068,115.2247905
10,10,1,1,-8.837760512,115.0908516
22.36067977,10,1,1,-8.825992582,115.0930974
41.23105626,70.71067812,1,1,-8.838748659,115.1566982
14.14213562,14.14213562,1,1,-8.788353172,115.1550812
10,22.36067977,1,1,-8.797875314,115.2129327
40,14.14213562,1,1,-8.837491018,115.1595728
22.36067977,10,1,1,-8.804792342,115.1586744
14.14213562,0,1,2,-8.803624532,115.2107767
14.14213562,0,1,2,-8.808655097,115.1432234
10,40,1,1,-8.811799201,115.1888578
20,10,1,1,-8.842252089,115.1476252
22.36067977,10,1,1,-8.844048719,115.1327131
10,14.14213562,1,1,-8.833358768,115.1438522
10,10,1,1,-8.816650103,115.2104174
203.9607805,22.36067977,1,1,-8.786736204,115.2129327
10,50,1,1,-8.817099261,115.2128429
10,10,1,1,-8.824375615,115.2097886
20,30,1,1,-8.841353774,115.1129502
22.36067977,10,1,1,-8.835155398,115.1374742
22.36067977,10,1,1,-8.804433015,115.1969427
20,30,1,1,-8.798144808,115.2290125
10,10,1,1,-8.812697516,115.1228317
10,0,1,2,-8.791497275,115.2297312
20,14.14213562,1,1,-8.790868455,115.1407081
20,20,1,1,-8.839736806,115.0973195
10,10,1,1,-8.792665085,115.224521
31.6227766,60.8276253,1,1,-8.760954556,115.2173344
136.0147051,147.6482306,1,1,-8.780088671,115.2197599
20,14.14213562,1,1,-8.82114168,115.1349589
10,10,1,1,-8.841443605,115.1310063
28.28427125,14.14213562,1,1,-8.830214664,115.1947867
14.14213562,14.14213562,1,1,-8.824465446,115.0942652
10,20,1,1,-8.797426156,115.1356776
40,10,1,1,-8.818895891,115.0928279
20,22.36067977,1,1,-8.81647044,115.1245385
10,10,1,1,-8.814583978,115.0934568
31.6227766,22.36067977,1,1,-8.825094267,115.1426844
10,0,1,2,-8.804253352,115.1866121
10,0,1,2,-8.794012558,115.1282216
30,10,1,1,-8.834796072,115.0938161
10,36.05551275,1,1,-8.833807925,115.0880669
10,30,1,1,-8.828148539,115.2078123
10,0,1,2,-8.787005699,115.1812222
41.23105626,50,1,1,-8.834526577,115.1294792
28.28427125,20,1,1,-8.833987588,115.173856
41.23105626,31.6227766,1,1,-8.778202209,115.1933494
10,0,1,2,-8.792665085,115.1997275
30,10,1,1,-8.841353774,115.1920019
20,10,1,1,-8.830933316,115.1897562
10,0,1,2,-8.803983858,115.1374742
22.36067977,14.14213562,1,1,-8.820962017,115.1636152
10,14.14213562,1,1,-8.81467381,115.0930974
22.36067977,20,1,1,-8.821501006,115.1837374
14.14213562,72.11102551,1,1,-8.839197817,115.1354979
20,22.36067977,1,1,-8.817278924,115.199997
10,20,1,1,-8.781615807,115.1651423
36.05551275,92.19544457,1,1,-8.818267071,115.1304673
44.72135955,50,1,1,-8.842162257,115.1572371
90.55385138,80.62257748,1,1,-8.782783617,115.2051173
14.14213562,22.36067977,1,1,-8.844767372,115.1630762
10,0,1,2,-8.822039995,115.1805035
14.14213562,20,1,1,-8.828058707,115.133342
14.14213562,0,1,2,-8.804343184,115.2278447
30,22.36067977,1,1,-8.781615807,115.1810425
50,36.05551275,1,1,-8.79823464,115.2275752
14.14213562,10,1,1,-8.826262077,115.1373844
50,14.14213562,1,1,-8.83587405,115.1405285
10,10,1,1,-8.815661956,115.1122315
22.36067977,20,1,1,-8.835335061,115.1343301
10,10,1,1,-8.792215928,115.2083513
31.6227766,14.14213562,1,1,-8.782244628,115.2041292
10,40,1,1,-8.828687528,115.1075603
20,14.14213562,1,1,-8.845575855,115.1784374
10,22.36067977,1,1,-8.836053713,115.1164536
10,0,1,2,-8.812068695,115.1244486
10,0,1,2,-8.81997387,115.1919121
10,50,1,1,-8.805421162,115.2194904
22.36067977,40,1,1,-8.813236505,115.1837374
10,10,1,1,-8.805510994,115.1233707
28.28427125,28.28427125,1,1,-8.829945169,115.196224
40,0,1,2,-8.816200946,115.1249876
14.14213562,20,1,1,-8.804433015,115.2282939
22.36067977,0,1,2,-8.829855338,115.1560693
10,10,1,1,-8.800480428,115.2264973
36.05551275,0,1,2,-8.820423027,115.154632
20,14.14213562,1,1,-8.815392462,115.21437
14.14213562,0,1,2,-8.819884038,115.1696339
30,31.6227766,1,1,-8.84467754,115.1732272
50,10,1,1,-8.81763825,115.197841
14.14213562,30,1,1,-8.829046854,115.1968528
36.05551275,20,1,1,-8.807397456,115.1943376
10,10,1,1,-8.824645109,115.1999071
10,0,1,2,-8.808565266,115.1409776
31.6227766,10,1,1,-8.812607685,115.1614592
14.14213562,14.14213562,1,1,-8.833448599,115.1101654
36.05551275,30,1,1,-8.806499141,115.199458
14.14213562,22.36067977,1,1,-8.826980729,115.1054044
10,10,1,1,-8.830753653,115.2105971
10,10,1,1,-8.809283918,115.2260481
10,44.72135955,1,1,-8.811709369,115.2197599
22.36067977,22.36067977,1,1,-8.816290777,115.1974817
28.28427125,22.36067977,1,1,-8.82230949,115.1134892
14.14213562,10,1,1,-8.796707504,115.1699932
30,10,1,1,-8.797426156,115.1635254
10,20,1,1,-8.80470251,115.1968528
10,14.14213562,1,1,-8.799851607,115.2140107
36.05551275,10,1,1,-8.829136686,115.1799645
36.05551275,22.36067977,1,1,-8.823297636,115.1080993
22.36067977,70.71067812,1,1,-8.846474171,115.1736763
10,0,1,2,-8.810990717,115.1534642
14.14213562,10,1,1,-8.841802931,115.1488828
20,50.99019514,1,1,-8.820782354,115.0976788
10,22.36067977,1,1,-8.807397456,115.1622677
20,36.05551275,1,1,-8.836952029,115.0955229
28.28427125,36.05551275,1,1,-8.778741198,115.1878697
22.36067977,22.36067977,1,1,-8.838748659,115.1261554
10,28.28427125,1,1,-8.828328202,115.1569676
10,10,1,1,-8.840185964,115.1072908
10,10,1,1,-8.828957023,115.1485235
10,20,1,1,-8.807307624,115.1958647
10,0,1,2,-8.814404315,115.2061055
10,0,1,2,-8.80057026,115.1589439
22.36067977,20,1,1,-8.808116108,115.1725085
10,10,1,1,-8.791497275,115.2238023
10,10,1,1,-8.80820594,115.1285809
31.6227766,14.14213562,1,1,-8.819075555,115.1269639
14.14213562,22.36067977,1,1,-8.814583978,115.2113157
36.05551275,14.14213562,1,1,-8.795090536,115.1531947
20,20,1,1,-8.836952029,115.1808628
20,14.14213562,1,1,-8.822758647,115.1184299
20,20,1,1,-8.799851607,115.228743
31.6227766,30,1,1,-8.819884038,115.1349589
28.28427125,28.28427125,1,1,-8.806768635,115.2267667
36.05551275,0,1,2,-8.810541559,115.1186096
10,0,1,2,-8.79589902,115.1599321
10,0,1,2,-8.816919598,115.1416963
10,0,1,2,-8.825453593,115.180234
10,10,1,1,-8.832460452,115.2106869
50,41.23105626,1,1,-8.837401186,115.0903127
30,10,1,1,-8.839287648,115.1132197
31.6227766,0,1,2,-8.811709369,115.18239
60,70.71067812,1,1,-8.783053112,115.2222752
28.28427125,0,1,2,-8.832729947,115.1705322
14.14213562,100.4987562,1,1,-8.788083677,115.1513083
20,10,1,1,-8.828148539,115.1533744
14.14213562,30,1,1,-8.7952702,115.1377437
10,10,1,1,-8.818356902,115.2155378
10,10,1,1,-8.835963882,115.1267843
31.6227766,14.14213562,1,1,-8.810721222,115.198919
42.42640687,36.05551275,1,1,-8.832190958,115.1149265
10,10,1,1,-8.813056842,115.1053145
10,0,1,2,-8.794641379,115.2125734
10,10,1,1,-8.80119908,115.1191486
14.14213562,30,1,1,-8.838030007,115.1419658
10,0,1,2,-8.791676938,115.1745746
10,36.05551275,1,1,-8.843330067,115.1443912
10,0,1,2,-8.82114168,115.1091773
44.72135955,80.62257748,1,1,-8.811619538,115.2140107
14.14213562,0,1,2,-8.799312618,115.2268566
10,10,1,1,-8.83524523,115.1816713
22.36067977,22.36067977,1,1,-8.788802329,115.147715
31.6227766,50,1,1,-8.823028142,115.2217362
10,10,1,1,-8.787454857,115.1636152
20,10,1,1,-8.792395591,115.1591236
14.14213562,0,1,2,-8.773351307,115.1763713
10,0,1,2,-8.800390597,115.1186994
10,10,1,1,-8.831202811,115.1461879
10,0,1,2,-8.834885904,115.1911036
31.6227766,0,1,2,-8.818267071,115.1201367
14.14213562,0,1,2,-8.816111114,115.1502303
10,22.36067977,1,1,-8.821590837,115.0887855
30,22.36067977,1,1,-8.822129827,115.2022427
22.36067977,44.72135955,1,1,-8.823656962,115.0863601
50.99019514,10,1,1,-8.812068695,115.129569
20,0,1,2,-8.83587405,115.1283114
20,20,1,1,-8.835335061,115.1012721
10,28.28427125,1,1,-8.813056842,115.1694542
14.14213562,10,1,1,-8.823656962,115.1685559
20,10,1,1,-8.788802329,115.1663101
28.28427125,20,1,1,-8.832280789,115.1618186
14.14213562,10,1,1,-8.803175374,115.1376539
10,20,1,1,-8.795809189,115.2278447
10,41.23105626,1,1,-8.833987588,115.1054942
10,10,1,1,-8.798593966,115.1646932
20,0,1,2,-8.790868455,115.174934
10,22.36067977,1,1,-8.845665687,115.1228317
31.6227766,22.36067977,1,1,-8.814943304,115.2022427
20,20,1,1,-8.791587107,115.1447506
50,30,1,1,-8.810182233,115.1701729
10,10,1,1,-8.844228383,115.1283114
10,0,1,2,-8.845486024,115.1527456
10,0,1,2,-8.83407742,115.1343301
14.14213562,0,1,2,-8.792754917,115.1905646
44.72135955,10,1,1,-8.839018154,115.1621779
70,133.4166406,1,1,-8.774249622,115.179156
14.14213562,0,1,2,-8.777393725,115.2254193
30,31.6227766,1,1,-8.82823837,115.132803
28.28427125,41.23105626,1,1,-8.845575855,115.164244
14.14213562,0,1,2,-8.836053713,115.1596626
10,14.14213562,1,1,-8.802546553,115.2329651
10,31.6227766,1,1,-8.813865326,115.2262278
10,84.85281374,1,1,-8.7852989,115.2211074
22.36067977,0,1,2,-8.830484159,115.122652
14.14213562,20,1,1,-8.816919598,115.1469963
10,22.36067977,1,1,-8.827519718,115.091211
10,10,1,1,-8.840724953,115.1201367
20,0,1,2,-8.819884038,115.1795154
10,0,1,2,-8.817368756,115.1968528
102.9563014,90.55385138,1,1,-8.786646373,115.2237125
22.36067977,20,1,1,-8.832640115,115.1654118
70,215.4065923,1,1,-8.77119535,115.1889477
14.14213562,10,1,1,-8.833268936,115.2164361
22.36067977,22.36067977,1,1,-8.810182233,115.2004461
10,10,1,1,-8.792215928,115.1505896
20,28.28427125,1,1,-8.831831632,115.1946969
10,10,1,1,-8.78179547,115.1443912
31.6227766,20,1,1,-8.795539694,115.1429539
31.6227766,14.14213562,1,1,-8.845216529,115.1750238
44.72135955,10,1,1,-8.814763641,115.1385522
10,10,1,1,-8.836502871,115.0883364
10,0,1,2,-8.848540296,115.1641542
110,350.5709629,1,1,-8.782693786,115.2172446
80.62257748,150.3329638,1,1,-8.772722486,115.1820306
22.36067977,10,1,1,-8.805780488,115.1287605
20,0,1,2,-8.819884038,115.1638847
10,44.72135955,1,1,-8.81763825,115.2046682
22.36067977,20,1,1,-8.838928322,115.1762814
10,14.14213562,1,1,-8.793743064,115.2307193
14.14213562,10,1,1,-8.788443003,115.1815815
22.36067977,22.36067977,1,1,-8.777214062,115.2203887
41.23105626,20,1,1,-8.840724953,115.1611897
20,28.28427125,1,1,-8.799043124,115.1463675
10,0,1,2,-8.793922727,115.2026919
14.14213562,36.05551275,1,1,-8.823926457,115.096511
10,10,1,1,-8.832460452,115.1365759
22.36067977,10,1,1,-8.843869056,115.1125909
10,10,1,1,-8.802816048,115.1481642
10,10,1,1,-8.820692522,115.1572371
14.14213562,10,1,1,-8.822219658,115.1382827
41.23105626,72.80109889,1,1,-8.842252089,115.1341504
36.05551275,36.05551275,1,1,-8.841443605,115.180773
10,0,1,2,-8.786826036,115.1581355
20,50,1,1,-8.822758647,115.0934568
40,10,1,1,-8.817728082,115.1861629
14.14213562,30,1,1,-8.804163521,115.1342403
10,10,1,1,-8.838838491,115.1538235
22.36067977,0,1,2,-8.832370621,115.1812222
30,36.05551275,1,1,-8.838658828,115.1480743
10,0,1,2,-8.837401186,115.1257063
10,10,1,1,-8.801019417,115.2357499
31.6227766,0,1,2,-8.831472305,115.1441217
20,0,1,2,-8.818536565,115.2012546
10,14.14213562,1,1,-8.79706683,115.1737661
10,10,1,1,-8.807127961,115.1942477
20,20,1,1,-8.839467312,115.1261554
10,0,1,2,-8.818716228,115.1255266
36.05551275,50,1,1,-8.843599562,115.1100756
28.28427125,10,1,1,-8.83820967,115.1532846
22.36067977,10,1,1,-8.830843485,115.1884087
22.36067977,30,1,1,-8.810541559,115.1778086
14.14213562,10,1,1,-8.821051848,115.1544524
10,22.36067977,1,1,-8.830035001,115.099206
10,10,1,1,-8.837760512,115.124808
10,0,1,2,-8.802456722,115.15571
14.14213562,14.14213562,1,1,-8.836143545,115.1602914
22.36067977,0,1,2,-8.825543425,115.1981105
20,14.14213562,1,1,-8.788443003,115.1785272
10,20,1,1,-8.836143545,115.1832883
20,10,1,1,-8.823297636,115.0978585
41.23105626,10,1,1,-8.819345049,115.1267843
14.14213562,10,1,1,-8.776675073,115.1877799
28.28427125,10,1,1,-8.803175374,115.1357674
10,10,1,1,-8.785837889,115.140798
14.14213562,36.05551275,1,1,-8.83407742,115.1316352
10,0,1,2,-8.77999884,115.1753831
10,0,1,2,-8.834346914,115.1357674
50,14.14213562,1,1,-8.78179547,115.1429539
10,10,1,1,-8.803355037,115.2111361
36.05551275,10,1,1,-8.795449863,115.1688254
41.23105626,40,1,1,-8.825453593,115.1378335
14.14213562,0,1,2,-8.797246493,115.1694542
14.14213562,31.6227766,1,1,-8.84288091,115.1063027
28.28427125,20,1,1,-8.830663822,115.0915703
36.05551275,10,1,1,-8.822039995,115.1467269
70,28.28427125,1,1,-8.83407742,115.188768
50.99019514,20,1,1,-8.830304496,115.1752933
28.28427125,31.6227766,1,1,-8.835604556,115.1076501
14.14213562,0,1,2,-8.816739935,115.1266944
36.05551275,0,1,2,-8.79473121,115.132803
14.14213562,10,1,1,-8.809822907,115.1940681
10,0,1,2,-8.835155398,115.123191
20,10,1,1,-8.838030007,115.2020631
10,10,1,1,-8.794551547,115.1531049
50,31.6227766,1,1,-8.780986987,115.1814917
40,14.14213562,1,1,-8.809822907,115.188768
10,10,1,1,-8.803714363,115.1255266
20,50,1,1,-8.820782354,115.1049552
10,0,1,2,-8.826172245,115.1655915
14.14213562,14.14213562,1,1,-8.783142943,115.1425946
14.14213562,10,1,1,-8.826351908,115.2017936
10,10,1,1,-8.816380609,115.1860731
20,0,1,2,-8.756822305,115.2168853
10,0,1,2,-8.814314484,115.1766408
10,10,1,1,-8.825992582,115.1289402
67.08203932,427.2001873,1,1,-8.781436144,115.2167056
10,20,1,1,-8.822129827,115.1940681
14.14213562,14.14213562,1,1,-8.787993846,115.1367556
10,0,1,2,-8.817368756,115.0950737
22.36067977,0,1,2,-8.838030007,115.1278622
10,10,1,1,-8.796348178,115.1964935
22.36067977,14.14213562,1,1,-8.825543425,115.196224
14.14213562,28.28427125,1,1,-8.803265206,115.1179808
10,10,1,1,-8.791497275,115.2263176
10,0,1,2,-8.795719357,115.1739458
20,0,1,2,-8.839916469,115.1028891
10,14.14213562,1,1,-8.817278924,115.1054044
10,20,1,1,-8.801109249,115.1799645
22.36067977,40,1,1,-8.816200946,115.2178734
40,31.6227766,1,1,-8.812967011,115.0993856
22.36067977,22.36067977,1,1,-8.795090536,115.15571
40,22.36067977,1,1,-8.806409309,115.1698136
10,0,1,2,-8.820782354,115.1258859
22.36067977,22.36067977,1,1,-8.824195952,115.1490625
14.14213562,10,1,1,-8.797515988,115.165322
22.36067977,30,1,1,-8.826980729,115.2032309
20,10,1,1,-8.837760512,115.1566083
10,0,1,2,-8.819434881,115.15571
252.9822128,63.2455532,1,1,-8.788622666,115.215448
31.6227766,36.05551275,1,1,-8.81233819,115.0989365
10,10,1,1,-8.805331331,115.1845459
10,10,1,1,-8.825633256,115.1310962
10,10,1,1,-8.789700645,115.1590338
22.36067977,31.6227766,1,1,-8.775417432,115.1758323
10,10,1,1,-8.826082414,115.1062128
10,0,1,2,-8.841982594,115.1883189
22.36067977,10,1,1,-8.831382474,115.2089801
10,0,1,2,-8.830304496,115.1837374
10,0,1,2,-8.818716228,115.0976788
50.99019514,440.1136217,1,1,-8.770925855,115.1846358
22.36067977,50,1,1,-8.813595831,115.1363962
10,0,1,2,-8.811529706,115.1843663
30,28.28427125,1,1,-8.79473121,115.1910138
41.23105626,36.05551275,1,1,-8.810182233,115.2257786
10,10,1,1,-8.829585843,115.1734967
10,10,1,1,-8.828507865,115.147715
10,10,1,1,-8.821321343,115.1426844
22.36067977,20,1,1,-8.805241499,115.1717
10,0,1,2,-8.79293458,115.1805035
20,31.6227766,1,1,-8.826890898,115.1014518
22.36067977,50,1,1,-8.776225915,115.1897562
50.99019514,20,1,1,-8.838479165,115.11304
10,22.36067977,1,1,-8.83057399,115.1697237
40,28.28427125,1,1,-8.793832895,115.1339708
44.72135955,36.05551275,1,1,-8.816829766,115.1987393
14.14213562,10,1,1,-8.84584535,115.1506794
10,10,1,1,-8.816290777,115.1946071
14.14213562,14.14213562,1,1,-8.783053112,115.1430438
22.36067977,31.6227766,1,1,-8.83524523,115.1344199
10,0,1,2,-8.787454857,115.1335216
41.23105626,22.36067977,1,1,-8.822219658,115.1113332
22.36067977,14.14213562,1,1,-8.806229646,115.1353183
10,10,1,1,-8.777932715,115.1817612
10,22.36067977,1,1,-8.791407444,115.1561592
10,14.14213562,1,1,-8.845126698,115.121035
10,20,1,1,-8.803085542,115.1443912
10,31.6227766,1,1,-8.818446734,115.12373
